"ID do Bot","Nome do Bot","ID da ordem","Data","Stake","Odd","Tipo","P/L","Seleção","ID da Seleção","Evento","ID do Evento","Mercado","ID do Mercado","Tipo do Mercado","Placar Casa","Placar Fora","Tempo de jogo","Competição","Liquidez","Tipo de operação","Odd Pre Casa","Odd Pre Visitante","Odd Pre Empate","Odd Pre Over 2.5","Odd Pre Under 2.5","Histórico","Estatísticas"
"83","v4 Back BTTS","417921900891","2026-02-09T13:01:27.675Z","1.5","1.96","BACK","1.44","Yes","30246","Kayserispor vs Kocaelispor","35219326","BOTH_TEAMS_TO_SCORE","1.253527222","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Turkish Super League","374.82","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","417936776560","2026-02-09T16:01:30.605Z","1.5","2.14","BACK","1.71","Yes","30246","Fenerbahce vs Genclerbirligi","35219330","BOTH_TEAMS_TO_SCORE","1.253527330","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Turkish Super League","2561.43","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","417939731685","2026-02-09T16:31:34.885Z","1.5","2.16","BACK","1.74","Yes","30246","Atalanta vs US Cremonese","35188979","BOTH_TEAMS_TO_SCORE","1.253196521","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie A","4131.71","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","417952411329","2026-02-09T18:31:34.293Z","1.03","1.83","BACK","-1.03","Yes","30246","Racing Santander vs Mirandes","35219363","BOTH_TEAMS_TO_SCORE","1.253526994","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Spanish Segunda Division","616.19","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","417954769003","2026-02-09T18:51:37.922Z","1.5","2.4","BACK","-1.5","Yes","30246","Roma vs Cagliari","35188982","BOTH_TEAMS_TO_SCORE","1.253196732","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie A","6545.22","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418038098303","2026-02-10T17:01:45.255Z","1.5","2.02","BACK","1.53","Yes","30246","Sampdoria vs Palermo","35230391","BOTH_TEAMS_TO_SCORE","1.253632467","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","2233.02","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418042984356","2026-02-10T18:01:46.878Z","1.5","1.95","BACK","1.43","Yes","30246","Entella vs Cesena","35230438","BOTH_TEAMS_TO_SCORE","1.253632647","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","308.85","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418042984383","2026-02-10T18:01:46.882Z","1.5","1.89","BACK","-1.5","Yes","30246","Padova vs Carrarese","35230509","BOTH_TEAMS_TO_SCORE","1.253633097","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","1073.37","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418042984417","2026-02-10T18:01:46.889Z","1.5","1.86","BACK","-1.5","Yes","30246","Reggiana vs Mantova","35230414","BOTH_TEAMS_TO_SCORE","1.253632557","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","364.63","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418042987376","2026-02-10T18:01:46.894Z","1.5","1.94","BACK","-1.5","Yes","30246","Venezia vs Modena","35230473","BOTH_TEAMS_TO_SCORE","1.253632737","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","1169.44","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418080656387","2026-02-10T23:31:50.721Z","1.5","2.12","BACK","1.68","Yes","30246","EC Vitoria Salvador vs Flamengo","35224761","BOTH_TEAMS_TO_SCORE","1.253579456","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","936.54","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418120407123","2026-02-11T13:02:07.635Z","1","1.92","BACK","-1","Yes","30246","Arkadag FK vs Al Nassr","35249235","BOTH_TEAMS_TO_SCORE","1.253874049","BOTH_TEAMS_TO_SCORE","-1","-1","-1","AFC Champions League Two","861.47","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418142577070","2026-02-11T17:02:11.863Z","1.5","2","BACK","-1.5","Yes","30246","Sudtirol vs AC Monza","35230480","BOTH_TEAMS_TO_SCORE","1.253633007","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","489.19","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418147974204","2026-02-11T18:02:15.830Z","1.5","2.08","BACK","-1.5","Yes","30246","SSD Bari vs Spezia","35230481","BOTH_TEAMS_TO_SCORE","1.253632917","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","297.01","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418147976862","2026-02-11T18:02:15.835Z","1.5","2.14","BACK","1.71","Yes","30246","Empoli vs Juve Stabia","35230486","BOTH_TEAMS_TO_SCORE","1.253632827","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Italian Serie B","603.74","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418177641726","2026-02-11T21:02:15.461Z","0.07","1.94","BACK","0.07","Yes","30246","Mirassol vs Cruzeiro MG","35207545","BOTH_TEAMS_TO_SCORE","1.253384981","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","777.01","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418177641947","2026-02-11T21:02:15.466Z","1.5","2.06","BACK","1.59","Yes","30246","Chapecoense vs Coritiba","35207738","BOTH_TEAMS_TO_SCORE","1.253382123","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","890.27","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418184737744","2026-02-11T22:02:15.372Z","1.5","2.16","BACK","1.74","Yes","30246","Atletico MG vs Remo","35207564","BOTH_TEAMS_TO_SCORE","1.253380903","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","395.11","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418190892455","2026-02-11T23:32:15.756Z","1.5","1.97","BACK","-1.5","Yes","30246","Sao Paulo vs Gremio","35229905","BOTH_TEAMS_TO_SCORE","1.253627840","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","1821.37","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418219565520","2026-02-12T09:42:19.860Z","1.5","2","BACK","1.5","Yes","30246","Pohang Steelers vs G-Osaka","35253419","BOTH_TEAMS_TO_SCORE","1.253912412","BOTH_TEAMS_TO_SCORE","-1","-1","-1","AFC Champions League Two","480.23","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418273462731","2026-02-12T21:02:26.946Z","1","1.95","BACK","0.95","Yes","30246","Athletico-PR vs Santos","35207628","BOTH_TEAMS_TO_SCORE","1.253382014","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","252.42","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418275747622","2026-02-12T21:32:23.313Z","1.5","2.16","BACK","-1.5","Yes","30246","Fluminense vs Botafogo FR","35248598","BOTH_TEAMS_TO_SCORE","1.253859408","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","745.18","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418277346313","2026-02-12T22:02:23.579Z","1.5","2","BACK","-1.5","Yes","30246","Corinthians vs Red Bull Bragantino","35207556","BOTH_TEAMS_TO_SCORE","1.253385089","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Brazilian Serie A","547.1","Entrada no mercado","0","0","0","0","0","",""
"83","v4 Back BTTS","418346604734","2026-02-13T16:02:34.857Z","1.5","2.04","BACK","1.56","Yes","30246","Antalyaspor vs Samsunspor","35246203","BOTH_TEAMS_TO_SCORE","1.253834967","BOTH_TEAMS_TO_SCORE","-1","-1","-1","Turkish Super League","1733.47","Entrada no mercado","0","0","0","0","0","",""
