Timestamp,League,Match,Selection,Stake,Matched_Odds,Kickoff_Odds,Delta,Result,Profit,Running_Total,Market_ID,Selection_ID
2026-03-07 19:42:58,Uruguayan Primera Division,Progreso v Albion FC,No,10.0,1.87,1.83,0.04,PENDING,0.0,,1.254704997,110503
