League Name,Team Name,Team ID,Exclude?,,,,,,,,
English Sky Bet Championship,Birmingham,48759,,,,,,,,,
English Sky Bet Championship,Blackburn,48350,,,,,,,,,
English Sky Bet Championship,Bristol City,69745,,,,,,,,,
English Sky Bet Championship,Charlton,48349,,,,,,,,,
English Sky Bet Championship,Coventry,48043,,,,,,,,,
English Sky Bet Championship,Derby,48325,,,,,,,,,
English Sky Bet Championship,Hull,70385,,,,,,,,,
English Sky Bet Championship,Ipswich,48324,,,,,,,,,
English Sky Bet Championship,Leicester,48461,,,,,,,,,
English Sky Bet Championship,Middlesbrough,74303,,,,,,,,,
English Sky Bet Championship,Millwall,56036,,,,,,,,,
English Sky Bet Championship,Oxford Utd,256171,,,,,,,,,
English Sky Bet Championship,Portsmouth,58344,,,,,,,,,
English Sky Bet Championship,Preston,56295,,,,,,,,,
English Sky Bet Championship,QPR,62684,,,,,,,,,
English Sky Bet Championship,Sheff Utd,48470,,,,,,,,,
English Sky Bet Championship,Sheff Wed,47992,,,,,,,,,
English Sky Bet Championship,Stoke,69720,,,,,,,,,
English Sky Bet Championship,Swansea,62683,,,,,,,,,
English Sky Bet Championship,West Brom,1703,,,,,,,,,
English Sky Bet League 1,Barnsley,1117,,,,,,,,,
English Sky Bet League 1,Blackpool,64964,,,,,,,,,
English Sky Bet League 1,Bolton,48322,,,,,,,,,
English Sky Bet League 1,Bradford,48444,,,,,,,,,
English Sky Bet League 1,Burton Albion,28592,,,,,,,,,
English Sky Bet League 1,Cardiff,79343,,,,,,,,,
English Sky Bet League 1,Doncaster,49205,,,,,,,,,
English Sky Bet League 1,Exeter,66243,,,,,,,,,
English Sky Bet League 1,Huddersfield,78984,,,,,,,,,
English Sky Bet League 1,Leyton Orient,69717,,,,,,,,,
English Sky Bet League 1,Lincoln,148737,,,,,,,,,
English Sky Bet League 1,Luton,223467,,,,,,,,,
English Sky Bet League 1,Mansfield,69716,,,,,,,,,
English Sky Bet League 1,Peterborough,18563,,,,,,,,,
English Sky Bet League 1,Plymouth,148733,,,,,,,,,
English Sky Bet League 1,Port Vale,256373,,,,,,,,,
English Sky Bet League 1,Reading,103122,,,,,,,,,
English Sky Bet League 1,Rotherham,18565,,,,,,,,,
English Sky Bet League 1,Stevenage,49204,,,,,,,,,
English Sky Bet League 1,Stockport,47997,,,,,,,,,
English Sky Bet League 1,Wigan,69746,,,,,,,,,
English Sky Bet League 1,Wycombe,49584,,,,,,,,,
English Sky Bet League 2,Accrington,422179,,,,,,,,,
English Sky Bet League 2,Barnet,1165,,,,,,,,,
English Sky Bet League 2,Barrow,62647,,,,,,,,,
English Sky Bet League 2,Bristol Rovers,69821,,,,,,,,,
English Sky Bet League 2,Bromley,1282856,,,,,,,,,
English Sky Bet League 2,Cambridge Utd,256400,,,,,,,,,
English Sky Bet League 2,Cheltenham,18559,,,,,,,,,
English Sky Bet League 2,Chesterfield,219596,,,,,,,,,
English Sky Bet League 2,Colchester,148734,,,,,,,,,
English Sky Bet League 2,Crawley Town,266068,,,,,,,,,
English Sky Bet League 2,Crewe,47991,,,,,,,,,
English Sky Bet League 2,Fleetwood Town,3396710,,,,,,,,,
English Sky Bet League 2,Gillingham,56298,,,,,,,,,
English Sky Bet League 2,Grimsby,48001,,,,,,,,,
English Sky Bet League 2,Harrogate Town,256198,,,,,,,,,
English Sky Bet League 2,MK Dons,893582,,,,,,,,,
English Sky Bet League 2,Newport County,62623,,,,,,,,,
English Sky Bet League 2,Notts Co,486328,,,,,,,,,
English Sky Bet League 2,Oldham,69819,,,,,,,,,
English Sky Bet League 2,Salford City,4236580,,,,,,,,,
English Sky Bet League 2,Shrewsbury,148735,,,,,,,,,
English Sky Bet League 2,Swindon,18570,,,,,,,,,
English Sky Bet League 2,Tranmere,54004,,,,,,,,,
English Sky Bet League 2,Walsall,55213,,,,,,,,,
English U21 Pro Development League,Bournemouth U21,48724444,,,,,,,,,
English U21 Pro Development League,Bristol City U21,6597941,,,,,,,,,
English U21 Pro Development League,Cardiff City U21,6789341,,,,,,,,,
English U21 Pro Development League,Charlton U21,6808104,,,,,,,,,
English U21 Pro Development League,Crewe U21,6628863,,,,,,,,,
English U21 Pro Development League,Fleetwood Town U21,59391912,,,,,,,,,
English U21 Pro Development League,Huddersfield Town U21,60463245,,,,,,,,,
English U21 Pro Development League,Hull City U21,7840178,,,,,,,,,
English U21 Pro Development League,Millwall U21,6751920,,,,,,,,,
English U21 Pro Development League,Peterborough United U21,47816486,,,,,,,,,
English U21 Pro Development League,Queens Park Rangers U21,48031017,,,,,,,,,
English U21 Pro Development League,Sheff Utd U21,6812038,,,,,,,,,
English U21 Pro Development League,Sheff Wed U21,6813026,,,,,,,,,
English U21 Pro Development League,Swansea U21,6799680,,,,,,,,,
English U21 Pro Development League,Watford U21,10123520,,,,,,,,,
English U21 Pro Development League,Wigan Athletic U21,6596986,,,,,,,,,
FIFA World Cup,Algeria,54600,,,,,,,,,
FIFA World Cup,Argentina,55212,,,,,,,,,
FIFA World Cup,Australia,15296,,,,,,,,,
FIFA World Cup,Austria,61463,,,,,,,,,
FIFA World Cup,Brazil,1408,,,,,,,,,
FIFA World Cup,Cape Verde,262717,,,,,,,,,
FIFA World Cup,Colombia,15299,,,,,,,,,
FIFA World Cup,Croatia,8212,,,,,,,,,
FIFA World Cup,Curacao,5774593,,,,,,,,,
FIFA World Cup,Ecuador,15303,,,,,,,,,
FIFA World Cup,England,27,,,,,,,,,
FIFA World Cup,France,24,,,,,,,,,
FIFA World Cup,Germany,18,,,,,,,,,
FIFA World Cup,Ghana,75108,,,,,,,,,
FIFA World Cup,Haiti,834087,,,,,,,,,
FIFA World Cup,Ivory Coast,75104,,,,,,,,,
FIFA World Cup,Japan,29636,,,,,,,,,
FIFA World Cup,Jordan,866340,,,,,,,,,
FIFA World Cup,Mexico,37944,,,,,,,,,
FIFA World Cup,Morocco,75103,,,,,,,,,
FIFA World Cup,Netherlands,231787,,,,,,,,,
FIFA World Cup,Panama,520320,,,,,,,,,
FIFA World Cup,Paraguay,55211,,,,,,,,,
FIFA World Cup,Qatar,53447,,,,,,,,,
FIFA World Cup,Saudi Arabia,51092,,,,,,,,,
FIFA World Cup,Scotland,447,,,,,,,,,
FIFA World Cup,Senegal,64983,,,,,,,,,
FIFA World Cup,South Africa,33291,,,,,,,,,
FIFA World Cup,Spain,22,,,,,,,,,
FIFA World Cup,Switzerland,15293,,,,,,,,,
FIFA World Cup,USA,352,,,,,,,,,
FIFA World Cup,Uruguay,15298,,,,,,,,,
FIFA World Cup,Uzbekistan,51090,,,,,,,,,
French Cup,Lorient,44794,,,,,,,,,
French Cup,Marseille,52457652,,,,,,,,,
French Cup,Nice,189829,1,,,,,,,,
French Cup,Reims,298233,,,,,,,,,
French Cup,Strasbourg,51404,,,,,,,,,
French Cup,Toulouse,305969,,,,,,,,,
French Ligue 1,Angers,473963,,,,,,,,,
French Ligue 1,Auxerre,44800,,,,,,,,,
French Ligue 1,Brest,669348,,,,,,,,,
French Ligue 1,Le Havre,70446,,,,,,,,,
French Ligue 1,Lens,44793,,,,,,,,,
French Ligue 1,Lille,44790,,,,,,,,,
French Ligue 1,Lorient,44794,,,,,,,,,
French Ligue 1,Lyon,55271,,,,,,,,,
French Ligue 1,Marseille,52457652,,,,,,,,,
French Ligue 1,Metz,44795,,,,,,,,,
French Ligue 1,Monaco,361706,,,,,,,,,
French Ligue 1,Nantes,10774,,,,,,,,,
French Ligue 1,Nice,189829,1,,,,,,,,
French Ligue 1,Paris FC,5168454,,,,,,,,,
French Ligue 1,Paris St-G,489720,,,,,,,,,
French Ligue 1,Rennes,44799,1,,,,,,,,
French Ligue 1,Strasbourg,51404,,,,,,,,,
French Ligue 1,Toulouse,305969,,,,,,,,,
French Ligue 2,Amiens,70467,,,,,,,,,
French Ligue 2,ESTAC Troyes,4864974,,,,,,,,,
Friendlies Women's International,Tajikistan (W),12631679,,,,,,,,,
Friendlies Women's International,UAE (W),9308558,,,,,,,,,
German 3 Liga,1860 Munich,2443,,,,,,,,,
German 3 Liga,Cottbus,204683,,,,,,,,,
German 3 Liga,Duisburg,210943,,,,,,,,,
German 3 Liga,Erzgebirge,476499,,,,,,,,,
German 3 Liga,Hoffenheim II,5730521,,,,,,,,,
German 3 Liga,Jahn Regensburg,4855758,,,,,,,,,
German 3 Liga,SSV Ulm,6542374,,,,,,,,,
German 3 Liga,Saarbrucken,110687,,,,,,,,,
German 3 Liga,Schweinfurt,111723,,,,,,,,,
German 3 Liga,Stuttgart II,6507690,,,,,,,,,
German 3 Liga,TSV Havelse,5340376,,,,,,,,,
German 3 Liga,VFL Osnabruck,13450471,,,,,,,,,
German 3 Liga,Verl,4901988,,,,,,,,,
German 3 Liga,Viktoria Koln,6542379,,,,,,,,,
German Bundesliga,Augsburg,498560,,,,,,,,,
German Bundesliga,Bayern Munich,5774350,,,,,,,,,
German Bundesliga,Dortmund,44785,,,,,,,,,
German Bundesliga,Eintracht Frankfurt,347774,,,,,,,,,
German Bundesliga,FC Heidenheim,3237590,,,,,,,,,
German Bundesliga,FC Koln,44783,,,,,,,,,
German Bundesliga,Freiburg,44520,,,,,,,,,
German Bundesliga,Hamburger SV,44784,,,,,,,,,
German Bundesliga,Hoffenheim,208026,,,,,,,,,
German Bundesliga,Leverkusen,44787,,,,,,,,,
German Bundesliga,Mainz,64374,,,,,,,,,
German Bundesliga,Mgladbach,84649,,,,,,,,,
German Bundesliga,RB Leipzig,5340398,,,,,,,,,
German Bundesliga,St Pauli,44526,,,,,,,,,
German Bundesliga,Stuttgart,44519,,,,,,,,,
German Bundesliga,Union Berlin,50347,,,,,,,,,
German Bundesliga,Werder Bremen,6555433,,,,,,,,,
German Bundesliga,Wolfsburg,44521,,,,,,,,,
German Bundesliga 2,Arminia Bielefeld,347829,,,,,,,,,
German Bundesliga 2,Bochum,67143,,,,,,,,,
German Bundesliga 2,Braunschweig,199184,,,,,,,,,
German Bundesliga 2,Dynamo Dresden,498543,,,,,,,,,
German Bundesliga 2,Elversberg,500893,,,,,,,,,
German Bundesliga 2,FC Magdeburg,516219,,,,,,,,,
German Bundesliga 2,Fortuna Dusseldorf,879210,,,,,,,,,
German Bundesliga 2,Greuther Furth,64375,,,,,,,,,
German Bundesliga 2,Hannover,197307,,,,,,,,,
German Bundesliga 2,Hertha Berlin,44518,,,,,,,,,
German Bundesliga 2,Holstein Kiel,247830,,,,,,,,,
German Bundesliga 2,Kaiserslautern,14075,,,,,,,,,
German Bundesliga 2,Karlsruhe,113191,,,,,,,,,
German Bundesliga 2,Nurnberg,121724,,,,,,,,,
German Bundesliga 2,Paderborn,208035,,,,,,,,,
German Bundesliga 2,Preussen Munster,3235019,,,,,,,,,
German Bundesliga 2,SV Darmstadt,993093,,,,,,,,,
German Bundesliga 2,Schalke 04,44517,,,,,,,,,
Greek Super League,AEK Athens,10758,,,,,,,,,
Greek Super League,Aris,244704,,,,,,,,,
Greek Super League,Asteras Tripolis,1300930,,,,,,,,,
Greek Super League,NFC Volos,16417407,,,,,,,,,
Greek Super League,OFI,728087,,,,,,,,,
Greek Super League,PAOK,232095,,,,,,,,,
Greek Super League,Panathinaikos,50334,,,,,,,,,
Guatemalan Liga Nacional,Achuapa FC,22322424,,,,,,,,,
Guatemalan Liga Nacional,Aurora FC,10403197,,,,,,,,,
Guatemalan Liga Nacional,Coban Imperial,9514810,,,,,,,,,
Guatemalan Liga Nacional,Deportivo Mictlan,22393265,,,,,,,,,
Guatemalan Liga Nacional,Deportivo Mixco,12851628,,,,,,,,,
Guatemalan Liga Nacional,Xelaju,4867482,,,,,,,,,
Guatemalan Primera Division de Ascenso,Club Deportivo Iztapa,22373815,,,,,,,,,
Guatemalan Primera Division de Ascenso,Deportivo Carcha,10748978,,,,,,,,,
Guatemalan Primera Division de Ascenso,Deportivo Nueva Concepcion,15993271,,,,,,,,,
Guatemalan Primera Division de Ascenso,Deportivo San Pedro,9228858,,,,,,,,,
Guatemalan Primera Division de Ascenso,Quiche FC,20122973,,,,,,,,,
Guatemalan Primera Division de Ascenso,Suchitepequez,9216457,,,,,,,,,
Honduras Liga Nacional,CD Marathon,3379962,,,,,,,,,
Honduras Liga Nacional,CD Motagua,2888928,,,,,,,,,
Honduras Liga Nacional,CD Olimpia,1395933,,,,,,,,,
Honduras Liga Nacional,Genesis Huracan,41253113,,,,,,,,,
Honduras Liga Nacional,Lobos UPNFM,13620260,,,,,,,,,
Honduras Liga Nacional,Olancho,38722450,,,,,,,,,
Honduras Liga Nacional,Platense FC,8244844,,,,,,,,,
Honduras Liga Nacional,Real Espana,4065664,,,,,,,,,
Hungarian NB I,Ferencvaros,198748,,,,,,,,,
Hungarian NB I,Kazincbarcika,3423391,,,,,,,,,
Hungarian NB I,Nyiregyhaza,886335,,,,,,,,,
Hungarian NB I,Puskas Akademia,8526875,,,,,,,,,
Hungarian NB II,Bekescsaba,505949,,,,,,,,,
Hungarian NB II,Fehervar,1078468,,,,,,,,,
Icelandic League Cup,Valur,399803,,,,,,,,,
Icelandic League Cup,Volsungur,4742657,,,,,,,,,
Indonesian Super League,Madura Utd,11195376,,,,,,,,,
Indonesian Super League,Malut United,65210173,,,,,,,,,
Indonesian Super League,PSM Makassar,9433230,,,,,,,,,
Indonesian Super League,Persebaya Surabaya,10224413,,,,,,,,,
Indonesian Super League,Persib Bandung,5221477,,,,,,,,,
Indonesian Super League,Persija Jakarta,5221469,,,,,,,,,
Indonesian Super League,Persita Tangerang,7292505,,,,,,,,,
Indonesian Super League,Psim Yogyakarta,13087410,,,,,,,,,
Indonesian Super League,Pusamania Borneo FC,9130100,,,,,,,,,
Indonesian Super League,Semen Padang,5236195,,,,,,,,,
Irish Premier Division,Bohemians,3814,,,,,,,,,
Irish Premier Division,Derry City,298592,,,,,,,,,
Irish Premier Division,Galway Utd,318841,,,,,,,,,
Irish Premier Division,Shamrock Rovers,184325,,,,,,,,,
Irish Premier Division,St Patricks,364471,,,,,,,,,
Irish Premier Division,Waterford,364470,,,,,,,,,
Italian Coppa Italia,Atalanta,215817,,,,,,,,,
Italian Coppa Italia,Como,60298,,,,,,,,,
Italian Coppa Italia,Inter,63347,1,,,,,,,,
Italian Coppa Italia,Lazio,56966,,,,,,,,,
Italian Serie A,AC Milan,127991,,,,,,,,,
Italian Serie A,Atalanta,215817,,,,,,,,,
Italian Serie A,Bologna,199545,,,,,,,,,
Italian Serie A,Cagliari,60297,,,,,,,,,
Italian Serie A,Como,60298,,,,,,,,,
Italian Serie A,Fiorentina,676467,1,,,,,,,,
Italian Serie A,Genoa,60310,,,,,,,,,
Italian Serie A,Inter,63347,1,,,,,,,,
Italian Serie A,Juventus,52475015,1,,,,,,,,
Italian Serie A,Lazio,56966,,,,,,,,,
Italian Serie A,Lecce,508827,1,,,,,,,,
Italian Serie A,Napoli,676464,,,,,,,,,
Italian Serie A,Parma,191607,,,,,,,,,
Italian Serie A,Pisa,501200,,,,,,,,,
Italian Serie A,Roma,56967,,,,,,,,,
Italian Serie A,Sassuolo,2013140,,,,,,,,,
Italian Serie A,Torino,44503,,,,,,,,,
Italian Serie A,US Cremonese,10513040,,,,,,,,,
Italian Serie A,Udinese,215821,,,,,,,,,
Italian Serie A,Verona,676465,,,,,,,,,
Italian Serie B,AC Monza,13659467,,,,,,,,,
Italian Serie B,Avellino,20530702,,,,,,,,,
Italian Serie B,Carrarese,5727549,1,,,,,,,,
Italian Serie B,Cesena,501219,,,,,,,,,
Italian Serie B,Entella,4893589,,,,,,,,,
Italian Serie B,Mantova,924269,,,,,,,,,
Italian Serie B,Modena,60293,,,,,,,,,
Italian Serie B,Padova,522042,,,,,,,,,
Italian Serie B,Reggiana,522049,1,,,,,,,,
Italian Serie B,Spezia,522041,1,,,,,,,,
Italian Serie B,Sudtirol,4893599,,,,,,,,,
Italian Serie B,Venezia,44504,,,,,,,,,
Italian Serie C,Arezzo,522048,,,,,,,,,
Italian Serie C,FC Guidonia Montecelio 1937,73074439,,,,,,,,,
Italian Serie C,Gubbio,4893592,,,,,,,,,
Italian Serie C,Nuovo Campobasso,6751941,,,,,,,,,
Italian Serie C,Ravenna,1235223,,,,,,,,,
Italian Serie C,Ternana,60308,,,,,,,,,
Jamaican Premier League,Arnett Gardens FC,7666192,,,,,,,,,
Jamaican Premier League,Cavalier,10532369,,,,,,,,,
Jamaican Premier League,Chapelton,55625925,,,,,,,,,
Jamaican Premier League,Dunbeholden FC,20674219,,,,,,,,,
Jamaican Premier League,Montego Bay United,7723743,,,,,,,,,
Jamaican Premier League,Mount Pleasant FC,20684338,,,,,,,,,
Jamaican Premier League,Portmore Utd,13704618,,,,,,,,,
Jamaican Premier League,Racing United FC,74432989,,,,,,,,,
Jamaican Premier League,Tivoli Gardens,7716759,,,,,,,,,
Jamaican Premier League,Treasure Beach FC,62485939,,,,,,,,,
Japanese J. League 100 Year Vision,Kyoto,441085,,,,,,,,,
Japanese J. League 100 Year Vision,Okayama,5561025,,,,,,,,,
Kenyan Premier League,Adm Police Service Bomet,26102302,,,,,,,,,
Kenyan Premier League,Bidco United,9652510,,,,,,,,,
Kenyan Premier League,Kakamega Homeboyz,10886674,,,,,,,,,
Kenyan Premier League,Ulinzi Stars,9670772,,,,,,,,,
Kosovan Superliga,KF Drita,15182386,,,,,,,,,
Kosovan Superliga,Prishtina,13356035,,,,,,,,,
Mexican Liga MX,Atlas,328950,,,,,,,,,
Mexican Liga MX,Atletico San Luis,10781957,,,,,,,,,
Mexican Liga MX,CF America,328952,,,,,,,,,
Mexican Liga MX,Cruz Azul,328204,,,,,,,,,
Mexican Liga MX,FC Juarez,10002706,,,,,,,,,
Mexican Liga MX,Mazatlan FC,30582862,,,,,,,,,
Mexican Liga MX,Monterrey,328949,,,,,,,,,
Mexican Liga MX,Necaxa,230910,,,,,,,,,
Mexican Liga MX,Pachuca,328954,,,,,,,,,
Mexican Liga MX,Puebla,328956,,,,,,,,,
Mexican Liga MX,Pumas UNAM,328955,,,,,,,,,
Mexican Liga MX,Queretaro,328926,,,,,,,,,
Mexican Liga MX,Santos Laguna,328957,,,,,,,,,
Mexican Liga MX,Tigres,328916,,,,,,,,,
Mexican Liga MX,Tijuana,5687741,,,,,,,,,
Mexican Liga MX,Toluca,230914,,,,,,,,,
Mexican Liga de Ascenso,Alebrijes de Oaxaca,13625306,,,,,,,,,
Mexican Liga de Ascenso,Atlante,230270,,,,,,,,,
Mexican Liga de Ascenso,CD Tepatitlan de Morelos,15976071,,,,,,,,,
Mexican Liga de Ascenso,Deportivo Irapuato FC,21377458,,,,,,,,,
Mexican Liga de Ascenso,Tlaxcala F.C,20518252,,,,,,,,,
Mexican Liga de Ascenso,Universidad Guadalajara,6533140,,,,,,,,,
Moroccan Botola 2,SCCM Chabab Mohamedia,25848557,,,,,,,,,
Moroccan Botola 2,USM Oujda,8188334,,,,,,,,,
Moroccan Botola Pro 1,Club R Zemamra,14374334,,,,,,,,,
Moroccan Botola Pro 1,FUS Rabat,6681575,,,,,,,,,
Moroccan Botola Pro 1,HUSA Agadir,6360286,,,,,,,,,
Moroccan Botola Pro 1,RSB Berkane,6666990,,,,,,,,,
Moroccan Botola Pro 1,Raja Casablanca,6356893,,,,,,,,,
Moroccan Botola Pro 1,Wydad Casablanca,4018643,,,,,,,,,
Panamanian Premier League,Alianza FC (Pan),10766409,,,,,,,,,
Panamanian Premier League,Arabe Unido,4067827,,,,,,,,,
Panamanian Premier League,Atletico Independiente,10490343,,,,,,,,,
Panamanian Premier League,Herrera FC,38546834,,,,,,,,,
Panamanian Premier League,San Francisco FC,3381777,,,,,,,,,
Panamanian Premier League,Sporting San Miguelito,10389968,,,,,,,,,
Paraguayan Primera Division,Guarani (Par),489163,,,,,,,,,
Paraguayan Primera Division,Nacional (Par),1370433,,,,,,,,,
Peruvian Primera Division,Atletico Grau,16192656,,,,,,,,,
Peruvian Primera Division,Comerciantes Unidos,10778457,,,,,,,,,
Peruvian Primera Division,Cusco FC,27767097,,,,,,,,,
Peruvian Primera Division,FC Cajamarca,84010697,,,,,,,,,
Peruvian Primera Division,Juan Pablo II College,62960875,,,,,,,,,
Peruvian Primera Division,Universitario de Deportes,3636903,,,,,,,,,
Polish 2 Liga,NKP Podhale Nowy Targ,11002792,,,,,,,,,
Polish 2 Liga,Stal Stalowa Wola,2618038,,,,,,,,,
Polish Ekstraklasa,Lech Poznan,502303,,,,,,,,,
Polish Ekstraklasa,Rakow Czestochowa,5876552,,,,,,,,,
Polish Ekstraklasa,Wisla Plock,487520,,,,,,,,,
Polish Ekstraklasa,Zaglebie Lubin,166904,,,,,,,,,
Polish I Liga,Odra Opole,2618007,,,,,,,,,
Polish I Liga,Stal Mielec,10133739,,,,,,,,,
Portuguese Cup,Porto,48785,,,,,,,,,
Portuguese Cup,Sporting Lisbon,52495073,,,,,,,,,
Portuguese Primeira Liga,AVS Futebol SAD,58252361,,,,,,,,,
Portuguese Primeira Liga,Alverca,48789,,,,,,,,,
Portuguese Primeira Liga,Benfica,48783,,,,,,,,,
Portuguese Primeira Liga,Casa Pia,616839,1,,,,,,,,
Portuguese Primeira Liga,Famalicao,5875376,,,,,,,,,
Portuguese Primeira Liga,Gil Vicente,48784,,,,,,,,,
Portuguese Primeira Liga,Moreirense,191604,,,,,,,,,
Portuguese Primeira Liga,Rio Ave,495321,,,,,,,,,
Portuguese Primeira Liga,Santa Clara,48793,1,,,,,,,,
Portuguese Primeira Liga,Tondela,4240339,,,,,,,,,
Portuguese Segunda Liga,Benfica B,6563318,,,,,,,,,
Portuguese Segunda Liga,Feirense,505957,,,,,,,,,
Portuguese Segunda Liga,Felgueiras,334304,,,,,,,,,
Portuguese Segunda Liga,Oliveirense,616886,,,,,,,,,
Portuguese Segunda Liga,Pacos Ferreira,48787,,,,,,,,,
Portuguese Segunda Liga,Penafiel,505984,1,,,,,,,,
Romanian Cup,Argeș Pitești,1557297,,,,,,,,,
Romanian Cup,CFR Cluj,1193695,,,,,,,,,
Romanian Cup,CS Gloria 2018 Bistrita-Nasaud,40674969,,,,,,,,,
Romanian Cup,Hermannstadt,13144766,,,,,,,,,
Romanian Cup,Universitatea Cluj,2487034,,,,,,,,,
Romanian Cup,Universitatea Craiova,2487036,,,,,,,,,
Romanian Liga I,ACS Petrolul 52,14299496,,,,,,,,,
Romanian Liga I,Argeș Pitești,1557297,,,,,,,,,
Romanian Liga I,Botosani,3465177,,,,,,,,,
Romanian Liga I,Csikszereda,8886239,,,,,,,,,
Romanian Liga I,Dinamo Bucharest,46937,,,,,,,,,
Romanian Liga I,FCSB,12819357,,,,,,,,,
Romanian Liga I,Farul Constanta,1556985,,,,,,,,,
Romanian Liga I,Hermannstadt,13144766,,,,,,,,,
Romanian Liga I,Otelul Galati,866238,,,,,,,,,
Romanian Liga I,Rapid Bucharest,6394,,,,,,,,,
Romanian Liga I,UTA Arad,2311174,,,,,,,,,
Romanian Liga I,Unirea Slobozia,6803100,,,,,,,,,
Romanian Liga I,Universitatea Craiova,2487036,,,,,,,,,
Salvadoran Primera Division,AD Isidro Metapan,4073256,,,,,,,,,
Salvadoran Primera Division,CD Aguila,10481507,,,,,,,,,
Salvadoran Primera Division,CD Cacahuatique,21653493,,,,,,,,,
Salvadoran Primera Division,CD Platense,9282715,,,,,,,,,
Salvadoran Primera Division,Fuerte San Francisco,13425078,,,,,,,,,
Salvadoran Primera Division,Hercules,248015,,,,,,,,,
Saudi 1st Division,Abha,10732580,,,,,,,,,
Saudi 1st Division,Al Batin,77353032,,,,,,,,,
Saudi 1st Division,Al Bukayriyah,25759565,,,,,,,,,
Saudi 1st Division,Al Draih,7857465,,,,,,,,,
Saudi 1st Division,Al Faisaly ( KSA ),22139784,,,,,,,,,
Saudi 1st Division,Al Jabalain,12401456,,,,,,,,,
Saudi 1st Division,Al Jubail,26543395,,,,,,,,,
Saudi 1st Division,Al-Adalh,21070765,,,,,,,,,
Saudi 1st Division,Al-Anwar Club,26786643,,,,,,,,,
Saudi 1st Division,Al-Arabi Al-Saudi,21468169,,,,,,,,,
Saudi 1st Division,Al-Jndal,21772357,,,,,,,,,
Saudi 1st Division,Al-Raed (KSA),6818039,,,,,,,,,
Saudi 1st Division,Al-Zulfi SC,16660302,,,,,,,,,
Saudi 1st Division,Jeddah Club,14841985,,,,,,,,,
Saudi Professional League,Al Riyadh SC,5327845,,,,,,,,,
Saudi Professional League,Dhamk,16398677,,,,,,,,,
Scottish Championship,Arbroath,306045,,,,,,,,,
Scottish Championship,Ayr,48005,,,,,,,,,
Scottish Championship,Dunfermline,48812,,,,,,,,,
Scottish Championship,Ross Co,674742,,,,,,,,,
Scottish FA Cup,Aberdeen,1189,,,,,,,,,
Scottish FA Cup,Dundee Utd,48818,,,,,,,,,
Scottish FA Cup,Dunfermline,48812,,,,,,,,,
Scottish FA Cup,Falkirk,328049,,,,,,,,,
Scottish FA Cup,Partick,191567,,,,,,,,,
Scottish FA Cup,St Mirren,674748,,,,,,,,,
Scottish League One,Hamilton,203716,,,,,,,,,
Scottish League One,Kelty Hearts,10317903,,,,,,,,,
Scottish League One,Montrose,674746,,,,,,,,,
Scottish League One,Stenhousemuir,729806,,,,,,,,,
Scottish League Two,Spartans,66266,,,,,,,,,
Scottish League Two,Stirling,729811,,,,,,,,,
Scottish Premiership,Aberdeen,1189,,,,,,,,,
Scottish Premiership,Celtic,52495022,,,,,,,,,
Scottish Premiership,Falkirk,328049,,,,,,,,,
Scottish Premiership,Hearts,47993,,,,,,,,,
Scottish Premiership,Hibernian,9166,,,,,,,,,
Scottish Premiership,Kilmarnock,56086,,,,,,,,,
Scottish Premiership,Livingston,57423,,,,,,,,,
Scottish Premiership,Motherwell,10707,,,,,,,,,
Serbian Super League,Crvena Zvezda,6399,,,,,,,,,
Serbian Super League,FK IMT Novi Beograd,17203916,,,,,,,,,
Serbian Super League,FK Radnicki 1923,10465511,,,,,,,,,
Serbian Super League,Radnik Surdulica,8860947,,,,,,,,,
SheBelievesCup,Argentina (W),541843,,,,,,,,,
SheBelievesCup,Canada (W),541840,,,,,,,,,
SheBelievesCup,Colombia (W),5533853,,,,,,,,,
SheBelievesCup,USA (W),541859,,,,,,,,,
Slovenian Premier League,NK Bravo,15740271,,,,,,,,,
Slovenian Premier League,NK Celje,3188553,,,,,,,,,
South African Premier Division,Kaizer Chiefs,364675,,,,,,,,,
South African Premier Division,Orbit College FC,63178093,,,,,,,,,
South African Premier Division,Richards Bay FC,17586408,,,,,,,,,
South African Premier Division,Siwelele FC,87379644,,,,,,,,,
South African Premier Division,Stellenbosch FC,12678248,,,,,,,,,
South African Premier Division,TS Galaxy FC,20785087,,,,,,,,,
South Korean K1 League,Daejeon Citizen,5352230,,,,,,,,,
South Korean K1 League,FC Anyang,7564870,,,,,,,,,
South Korean K2 League,Busan IPark,16224040,,,,,,,,,
South Korean K2 League,Chungnam Asan,41061425,,,,,,,,,
South Korean K2 League,Paju Citizen,24211528,,,,,,,,,
South Korean K2 League,Seongnam FC,12479164,1,,,,,,,,
Spanish Copa del Rey,Athletic Bilbao,9162,,,,,,,,,
Spanish Copa del Rey,Atletico Madrid,52480965,,,,,,,,,
Spanish Copa del Rey,Barcelona,52480964,,,,,,,,,
Spanish Copa del Rey,Real Sociedad,18573,,,,,,,,,
Spanish La Liga,Alaves,60324,,,,,,,,,
Spanish La Liga,Athletic Bilbao,9162,,,,,,,,,
Spanish La Liga,Atletico Madrid,52480965,,,,,,,,,
Spanish La Liga,Barcelona,52480964,,,,,,,,,
Spanish La Liga,Betis,44507,,,,,,,,,
Spanish La Liga,Celta Vigo,66483,,,,,,,,,
Spanish La Liga,Elche,309111,1,,,,,,,,
Spanish La Liga,Espanyol,59044,1,,,,,,,,
Spanish La Liga,Getafe,248010,,,,,,,,,
