League Name,Team Name,Team ID,Exclude?,,,,,,,,
Belgian Pro League,Club Brugge,10762,,,,,Clermont,,,"""Clermont""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"""
Belgian Pro League,FCV Dender,1308816,,,,,Casa Pia,,,"""Casa Pia""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"""
Belgian Pro League,Genk,14072,,,,,Leganes,,,"""Leganes""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"""
Belgian Pro League,Gent,350594,,,,,Os Belenenses,,,"""Os Belenenses""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"""
Belgian Pro League,Oud-Heverlee Leuven,1311877,,,,,Fatih Karagumruk,,,"""Fatih Karagumruk""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"""
Belgian Pro League,RAAL La Louviere,36030194,,,,,Penafiel,,,"""Penafiel""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"""
Belgian Pro League,Union St Gilloise,892024,,,,,Ajaccio,,,"""Ajaccio""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"""
Belgian Pro League,Westerlo,51406,,,,,Qingdao Jonoon,,,"""Qingdao Jonoon""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"""
Belgian Pro League,Yellow-Red Mechelen,13052998,,,,,Centro Atletico Fenix,,,"""Centro Atletico Fenix""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"",""Centro Atletico Fenix"""
Brazilian Capixaba Matches,Forte FC,94336263,,,,,Carrarese,,,"""Carrarese""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"",""Centro Atletico Fenix"",""Carrarese"""
Brazilian Capixaba Matches,Vitoria ES,5310330,,,,,Guangzhou City,,,"""Guangzhou City""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"",""Centro Atletico Fenix"",""Carrarese"",""Guangzhou City"""
Brazilian Carioca Matches,Fluminense,198133,1,,,,Seongnam,,,"""Seongnam""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"",""Centro Atletico Fenix"",""Carrarese"",""Guangzhou City"",""Seongnam"""
Brazilian Carioca Matches,Vasco Da Gama,198124,,,,,Nice,,,"""Nice""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"",""Centro Atletico Fenix"",""Carrarese"",""Guangzhou City"",""Seongnam"",""Nice"""
Brazilian Cearense Matches,Ceara SC Fortaleza,5287019,,,,,CD Castellon,,,"""CD Castellon""","[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"",""Centro Atletico Fenix"",""Carrarese"",""Guangzhou City"",""Seongnam"",""Nice"",""CD Castellon"""
Brazilian Cearense Matches,Fortaleza EC,5287007,1,,,,,,,,
Brazilian Gaucho Matches,Gremio,198134,,,,,,,,,
Brazilian Gaucho Matches,Internacional,198137,,,,,,,,,
Brazilian Goiano Matches,Atletico Go,5326988,,,,,,,,,
Brazilian Goiano Matches,Vila Nova,376829,,,,,"[""Burgos"",""Cittadella"",""Andorra CF"",""Sport Recife"",""Malaga"",""Cruzeiro MG"",""Basaksehir"",""Incheon"",""Wanderers (Uru)"",""Varzim"",""Elche"",""Fortaleza EC"",""Reggina"",""Fluminense"",""Valladolid"",""Empoli"",""Frosinone"",""Penarol"",""Besiktas"",""Cerro Largo"",""Espanyol"",""Mallorca"",""Gwangju"",""Perugia"",""Reggiana"",""Girona"",""Inter"",""Fiorentina"",""Lecce"",""Cuiaba"",""Granada"",""Tenerife"",""Alcorcon"",""Spezia"",""Cerrito"",""UD Logrones"",""Pescara"",""Pordenone"",""Hatayspor"",""Galatasaray"",""Santa Clara"",""Juventus"",""Mafra"",""Rennes"",""Malatyaspor"",""Arouca"",""Clermont"",""Casa Pia"",""Leganes"",""Os Belenenses"",""Fatih Karagumruk"",""Penafiel"",""Ajaccio"",""Qingdao Jonoon"",""Centro Atletico Fenix"",""Carrarese"",""Guangzhou City"",""Seongnam"",""Nice"",""CD Castellon""]",,,,
Brazilian Mineiro Matches,America MG,4516149,,,,,,,,,
Brazilian Mineiro Matches,Atletico MG,361329,,,,,,,,,
Brazilian Paraibano Matches,Botafogo PB,5310328,,,,,,,,,
Brazilian Paraibano Matches,Serra Branca EC,48428880,,,,,,,,,
Brazilian Paulista Serie A1,SE Palmeiras,22498185,,,,,,,,,
Brazilian Paulista Serie A1,Sao Paulo,198126,,,,,,,,,
Brazilian Pernambucano Matches,Nautico PE,7210009,,,,,,,,,
Brazilian Pernambucano Matches,Sport Recife,2405306,1,,,,,,,,
Brazilian Serie B,Atletico Go,5326988,,,,,,,,,
Brazilian Serie B,Operario PR,6219238,,,,,,,,,
Bulgarian A League,Arda,20731976,,,,,,,,,
Bulgarian A League,Beroe Stara Za,4127866,,,,,,,,,
Bulgarian A League,Botev Plovdiv,1255220,,,,,,,,,
Bulgarian A League,Botev Vratsa,5618938,,,,,,,,,
Bulgarian A League,CSKA 1948 Sofia,20732043,,,,,,,,,
Bulgarian A League,CSKA Sofia,46982,,,,,,,,,
Bulgarian A League,Cherno More,427650,,,,,,,,,
Bulgarian A League,Dobrudzha,5112592,,,,,,,,,
Bulgarian A League,Lokomotiv Plovdiv,878125,,,,,,,,,
Bulgarian A League,Lokomotiv Sofia,1255223,,,,,,,,,
Bulgarian A League,Ludogorets,5112599,,,,,,,,,
Bulgarian A League,Montana,3475110,,,,,,,,,
Bulgarian A League,PFC Levski Sofia,21868583,,,,,,,,,
Bulgarian A League,Septemvri,11801202,,,,,,,,,
Bulgarian A League,Slavia Sofia,1255221,,,,,,,,,
Bulgarian A League,Spartak Varna,1557407,,,,,,,,,
CONCACAF U20 Cup Qualifiers,Belize U20,7103268,,,,,,,,,
CONCACAF U20 Cup Qualifiers,Cayman Islands U20,21342819,,,,,,,,,
CONCACAF U20 Cup Qualifiers,El Salvador U20,7074828,,,,,,,,,
CONCACAF U20 Cup Qualifiers,Puerto Rico U20,7066885,,,,,,,,,
CONMEBOL Copa Sudamericana,Alianza Atletico,898396,,,,,,,,,
CONMEBOL Copa Sudamericana,America de Cali S.A,26076470,,,,,,,,,
CONMEBOL Copa Sudamericana,Atletico Bucaramanga,7227021,,,,,,,,,
CONMEBOL Copa Sudamericana,Atletico Nacional Medellin,10632891,,,,,,,,,
CONMEBOL Copa Sudamericana,Audax Italiano,2295419,,,,,,,,,
CONMEBOL Copa Sudamericana,Blooming Santa Cruz,10259108,,,,,,,,,
CONMEBOL Copa Sudamericana,Boston River,9484111,,,,,,,,,
CONMEBOL Copa Sudamericana,Caracas,3738659,,,,,,,,,
CONMEBOL Copa Sudamericana,Cienciano,480160,,,,,,,,,
CONMEBOL Copa Sudamericana,Cobresal,5129865,,,,,,,,,
CONMEBOL Copa Sudamericana,Defensor Sporting,1222679,,,,,,,,,
CONMEBOL Copa Sudamericana,Deportivo Cuenca,1067928,,,,,,,,,
CONMEBOL Copa Sudamericana,Deportivo Garcilaso,12104874,,,,,,,,,
CONMEBOL Copa Sudamericana,Deportivo Recoleta,19840150,,,,,,,,,
CONMEBOL Copa Sudamericana,Libertad FC,44232344,,,,,,,,,
CONMEBOL Copa Sudamericana,Macara,6161547,,,,,,,,,
CONMEBOL Copa Sudamericana,Melgar,5839079,,,,,,,,,
CONMEBOL Copa Sudamericana,Metropolitanos,8761113,,,,,,,,,
CONMEBOL Copa Sudamericana,Millonarios,900849,,,,,,,,,
CONMEBOL Copa Sudamericana,Monagas,224547,,,,,,,,,
CONMEBOL Copa Sudamericana,Nacional (Par),1370433,,,,,,,,,
CONMEBOL Copa Sudamericana,Olimpia,328699,,,,,,,,,
CONMEBOL Copa Sudamericana,Orense Sporting Club,17583926,,,,,,,,,
CONMEBOL Copa Sudamericana,Palestino,5129869,,,,,,,,,
CONMEBOL Copa Sudamericana,Puerto Cabello,13442344,,,,,,,,,
CONMEBOL Copa Sudamericana,Racing Club (Uru),4465708,,,,,,,,,
CONMEBOL Copa Sudamericana,San Antonio Bulo Bulo,82392723,,,,,,,,,
CONMEBOL Copa Sudamericana,Sportivo Trinidense,9610998,,,,,,,,,
CONMEBOL Copa Sudamericana,Torque,9459683,,,,,,,,,
CONMEBOL Copa Sudamericana,Universidad de Chile,1069686,,,,,,,,,
Chilean Primera B,Deportes Iquique,5271441,,,,,,,,,
Chilean Primera B,Deportes Temuco,5649151,,,,,,,,,
Chilean Primera Division,Colo Colo,330239,,,,,,,,,
Chilean Primera Division,La Serena,5129868,,,,,,,,,
Chilean Primera Division,Nublense,3303740,,,,,,,,,
Chilean Primera Division,Union La Calera,5271439,,,,,,,,,
Chilean Primera Division,Univ Catolica (Chile),7029037,,,,,,,,,
Chilean Primera Division,Universidad de Chile,1069686,,,,,,,,,
Colombian Primera A,Aguilas Doradas,8717595,,,,,,,,,
Colombian Primera A,Atletico Nacional Medellin,10632891,,,,,,,,,
Colombian Primera A,Cucuta Deportivo,2301978,,,,,,,,,
Colombian Primera A,Deportivo Cali,328690,,,,,,,,,
Colombian Primera A,Deportivo Pasto,478919,,,,,,,,,
Colombian Primera A,Fortaleza FC,8220578,1,,,,,,,,
Colombian Primera A,Internacional de Bogotá,94680813,,,,,,,,,
Colombian Primera A,Jaguares de Cordoba,7055314,,,,,,,,,
Colombian Primera A,Tolima,2277370,,,,,,,,,
Colombian Primera B,Envigado,5180320,,,,,,,,,
Colombian Primera B,Orsomarso,10874175,,,,,,,,,
Colombian Primera B,Real Cartagena,5284704,,,,,,,,,
Colombian Primera B,Tigres FC Zipaquira,10823054,,,,,,,,,
Costa Rican Primera Division,AD Municipal Liberia,10945728,,,,,,,,,
Costa Rican Primera Division,AD San Carlos,16192067,,,,,,,,,
Costa Rican Primera Division,CS Cartagines,14175961,,,,,,,,,
Costa Rican Primera Division,Deportivo Saprissa,1328422,,,,,,,,,
Costa Rican Primera Division,Guadalupe F.C,16744223,,,,,,,,,
Costa Rican Primera Division,Sporting San Jose FC,11617052,,,,,,,,,
Croatian HNL,Dinamo Zagreb,52628041,,,,,,,,,
Croatian HNL,HNK Gorica,6692727,,,,,,,,,
Cypriot 1st Division,AEK Larnaca,908335,,,,,,,,,
Cypriot 1st Division,Apollon Limassol,46976,,,,,,,,,
Cypriot 1st Division,Aris FC Limassol,9028289,,,,,,,,,
Cypriot 1st Division,Olympiakos Nicosia FC,9028271,,,,,,,,,
Cypriot 1st Division,Omonia,1209587,,,,,,,,,
Cypriot 1st Division,Pafos FC,9124224,,,,,,,,,
Czech 1 Liga,Bohemians 1905,2467701,,,,,,,,,
Czech 1 Liga,Sigma Olomouc,50337,,,,,,,,,
Danish Superliga,AGF,28214,,,,,,,,,
Danish Superliga,Brondby,28223,,,,,,,,,
Danish Superliga,FC Copenhagen,52533356,,,,,,,,,
Danish Superliga,FC Nordsjaelland,466299,,,,,,,,,
Danish Superliga,Fredericia,151003,,,,,,,,,
Danish Superliga,Midtjylland,28220,,,,,,,,,
Danish Superliga,OB,113225,,,,,,,,,
Danish Superliga,Randers,342868,,,,,,,,,
Danish Superliga,Silkeborg,28216,,,,,,,,,
Danish Superliga,SonderjyskE,2364082,,,,,,,,,
Danish Superliga,Vejle,44103,,,,,,,,,
Danish Superliga,Viborg,10780,,,,,,,,,
Dutch Eerste Divisie,Almere City,4835124,,,,,,,,,
Dutch Eerste Divisie,Cambuur Leeuwarden,8942269,,,,,,,,,
Dutch Eerste Divisie,Emmen,419126,,,,,,,,,
Dutch Eerste Divisie,Jong FC Utrecht,11378686,,,,,,,,,
Dutch Eredivisie,Ajax,52494689,,,,,,,,,
Dutch Eredivisie,Az Alkmaar,9220660,,,,,,,,,
Dutch Eredivisie,Excelsior,67164,,,,,,,,,
Dutch Eredivisie,FC Groningen,24931403,,,,,,,,,
Dutch Eredivisie,FC Twente,7928242,,,,,,,,,
Dutch Eredivisie,FC Utrecht,50349,,,,,,,,,
Dutch Eredivisie,FC Volendam,14170968,,,,,,,,,
Dutch Eredivisie,Feyenoord,55264,,,,,,,,,
Dutch Eredivisie,Fortuna Sittard,49058,,,,,,,,,
Dutch Eredivisie,Go Ahead Eagles,419123,,,,,,,,,
Dutch Eredivisie,Heerenveen,3630179,,,,,,,,,
Dutch Eredivisie,Heracles,419132,,,,,,,,,
Dutch Eredivisie,NAC Breda,1328613,,,,,,,,,
Dutch Eredivisie,NEC Nijmegen,48456,,,,,,,,,
Dutch Eredivisie,PEC Zwolle,8750569,,,,,,,,,
Dutch Eredivisie,PSV,48451,,,,,,,,,
Dutch Eredivisie,SC Telstar,11534958,,,,,,,,,
Dutch Eredivisie,Sparta Rotterdam,111703,,,,,,,,,
EFL Trophy,Doncaster,49205,,,,,,,,,
EFL Trophy,Stockport,47997,,,,,,,,,
Ecuadorian Serie A,Barcelona (Ecu),13749040,,,,,,,,,
Ecuadorian Serie A,Deportivo Cuenca,1067928,,,,,,,,,
Ecuadorian Serie A,Independiente (Ecu),6432339,,,,,,,,,
Ecuadorian Serie A,LDU,474678,,,,,,,,,
Ecuadorian Serie A,Macara,6161547,,,,,,,,,
Ecuadorian Serie A,Manta FC,5366102,,,,,,,,,
Ecuadorian Serie A,Mushuc Runa,8225986,,,,,,,,,
Ecuadorian Serie A,Univ Catolica (Ecu),7005170,,,,,,,,,
Egyptian Premier,Al Ittihad (EGY),7023879,,,,,,,,,
Egyptian Premier,Al-Masry,11162123,,,,,,,,,
Egyptian Premier,ENPPI,5259327,,,,,,,,,
Egyptian Premier,Ghazl El Mahallah,10562474,,,,,,,,,
Egyptian Premier,Kahraba Ismailia,12267301,,,,,,,,,
Egyptian Premier,Modern Sport FC,77718537,,,,,,,,,
Egyptian Premier,National Bank,10492935,,,,,,,,,
Egyptian Premier,Petrojet,5168594,,,,,,,,,
Egyptian Premier,Pharco FC,10539864,,,,,,,,,
Egyptian Premier,Pyramids,19918253,,,,,,,,,
Egyptian Premier,Smouha,5170871,,,,,,,,,
Egyptian Premier,Zamalek,5174134,,,,,,,,,
English FA Cup,Arsenal,1096,,,,,,,,,
English FA Cup,Brentford,78864,,,,,,,,,
English FA Cup,Bristol City,69745,,,,,,,,,
English FA Cup,Chelsea,55190,,,,,,,,,
English FA Cup,Fulham,56764,,,,,,,,,
English FA Cup,Leeds,48317,,,,,,,,,
English FA Cup,Liverpool,56323,,,,,,,,,
English FA Cup,Man City,47999,,,,,,,,,
English FA Cup,Mansfield,69716,,,,,,,,,
English FA Cup,Newcastle,25422,,,,,,,,,
English FA Cup,Norwich,47998,,,,,,,,,
English FA Cup,Port Vale,256373,,,,,,,,,
English FA Cup,Southampton,58943,,,,,,,,,
English FA Cup,West Ham,48756,,,,,,,,,
English FA Cup,Wolves,48044,,,,,,,,,
English FA Cup,Wrexham,63604,,,,,,,,,
English Football League Cup,Arsenal,1096,,,,,,,,,
English Football League Cup,Man City,47999,,,,,,,,,
English National League,Boreham Wood,256120,,,,,,,,,
English National League,Boston Utd,256306,,,,,,,,,
English National League,Brackley Town,2145773,,,,,,,,,
English National League,Braintree,1282860,,,,,,,,,
English National League,Gateshead,18571,,,,,,,,,
English National League,Hartlepool,48303,,,,,,,,,
English National League,Morecambe,51311,,,,,,,,,
English National League,Rochdale,256383,,,,,,,,,
English National League,Southend,69719,,,,,,,,,
English National League,Sutton Utd,1034133,,,,,,,,,
English National League,Tamworth FC,21944374,,,,,,,,,
English National League,Truro City,2406160,,,,,,,,,
English National League,Wealdstone,2608900,,,,,,,,,
English National League,Woking,41998,,,,,,,,,
English National League,Yeovil,132555,,,,,,,,,
English National League,York City,256226,,,,,,,,,
English National League North,AFC Fylde,4317866,,,,,,,,,
English National League North,AFC Telford,2437391,,,,,,,,,
English National League North,Leamington,1282865,,,,,,,,,
English National League North,South Shields,11414656,,,,,,,,,
English Premier League,Arsenal,1096,,,,,,,,,
English Premier League,Aston Villa,63908,,,,,,,,,
English Premier League,Bournemouth,1141,,,,,,,,,
English Premier League,Brentford,78864,,,,,,,,,
English Premier League,Brighton,18567,,,,,,,,,
English Premier League,Burnley,56299,,,,,,,,,
English Premier League,Chelsea,55190,,,,,,,,,
English Premier League,Crystal Palace,62523,,,,,,,,,
English Premier League,Everton,56343,,,,,,,,,
English Premier League,Fulham,56764,,,,,,,,,
English Premier League,Leeds,48317,,,,,,,,,
English Premier League,Liverpool,56323,,,,,,,,,
English Premier League,Man City,47999,,,,,,,,,
English Premier League,Man Utd,48351,,,,,,,,,
English Premier League,Newcastle,25422,,,,,,,,,
English Premier League,Nottm Forest,39674645,,,,,,,,,
English Premier League,Sunderland,62783,,,,,,,,,
English Premier League,Tottenham,48224,,,,,,,,,
English Premier League,West Ham,48756,,,,,,,,,
English Premier League,Wolves,48044,,,,,,,,,
English Premier League 2 - Div 1,Reading U21,6586874,,,,,,,,,
English Premier League 2 - Div 1,Wolves U21,6667755,,,,,,,,,
